,Байршил,Баримт,Огноо,Гүйлгээний утга,Барааны нэр,Зарлага тоо,Зарлага дүн
0,PN Gold's,352,4/25/2023,Хайрцагнаас дутуу гарч ирсэн,Crush Bar - Cookiescream 64g,2,12410.58
1,PN Gold's,515,5/9/2023,Ажилчдын хэрэглээ,Crush Bar - Cookiescream 64g,5,31026.43
2,PN Gold's,515,5/9/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Cookies,1,55931.95
3,PN Gold's,515,5/9/2023,Ажилчдын хэрэглээ,Vitamin D3 K2 /60ш/,1,6781.52
4,PN Gold's,515,5/9/2023,Ажилчдын хэрэглээ,EAA Zero 350g Lemon,2,100918.49
5,PN Gold's,515,5/9/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Pineapple mango,1,55931.95
6,PN Gold's,515,5/9/2023,Ажилчдын хэрэглээ,Shaker 600ml,1,5622.79
7,PN Gold's,515,5/9/2023,Ажилчдын хэрэглээ,Crush Bar - Toffee coconut 64g,5,31026.33
8,PN Gold's,515,5/9/2023,Ажилчдын хэрэглээ,Crush Bar - Chocolate 64g,5,31025.67
9,PN Gold's,756,6/6/2023,Ажилчдын хэрэглээ,Crush Bar - Cookiescream 64g,3,18615.12
10,PN Gold's,756,6/6/2023,Ажилчдын хэрэглээ,Nitrox - Cranberry 680гр,1,58600.64
11,PN Gold's,756,6/6/2023,Ажилчдын хэрэглээ,Zero bar Chocolate 50g,1,4405.86
12,PN Gold's,756,6/6/2023,Ажилчдын хэрэглээ,Nitrox - Peach 680гр,1,57349.17
13,PN Gold's,756,6/6/2023,Ажилчдын хэрэглээ,Protein bar 15*55g Cookies cream,11,36820.38
14,PN Gold's,756,6/6/2023,Ажилчдын хэрэглээ,Crush Bar - Toffee coconut 64g,2,12410.27
15,PN Gold's,756,6/6/2023,Ажилчдын хэрэглээ,Protein snap,2,4141.87
16,PN Gold's,756,6/6/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Banana,2,100060.52
17,PN Gold's,1009,7/4/2023,Ажилчдын хэрэглээ,Power BCAA - Watermelon 420g,1,34035.31
18,PN Gold's,1009,7/4/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Banana,2,100060.52
19,PN Gold's,1009,7/4/2023,Ажилчдын хэрэглээ,Protein snap,1,2070.94
20,PN Gold's,1009,7/4/2023,Ажилчдын хэрэглээ,MSM+ Vitamin C 150g,1,18668.2
21,PN Gold's,1009,7/4/2023,Ажилчдын хэрэглээ,Protein bar 15*55g Caramel peanuts,1,3347.27
22,PN Gold's,1044,7/10/2023,Хэрэглээ,Crush Bar - Cookiescream 64g,13,80402.71
23,PN Gold's,1044,7/10/2023,Хэрэглээ,Snack 12*45g Peach,14,70411.8
24,PN Gold's,1044,7/10/2023,Хэрэглээ,Nitrox sample - Cranberry 17g,12,35458.74
25,PN Gold's,1044,7/10/2023,Хэрэглээ,ISO Whey 500g - Coconut,2,111863.89
26,PN Gold's,1044,7/10/2023,Хэрэглээ,Zero bar Chocolate 50g,30,132143.28
27,PN Gold's,1044,7/10/2023,Хэрэглээ,Protein bar 15*55g Choco caramel,5,16736.54
28,PN Gold's,1044,7/10/2023,Хэрэглээ,Crush Bar - Chocolate 64g,11,68185.7
29,PN Gold's,1044,7/10/2023,Хэрэглээ,Protein wafer,5,14581.07
30,PN Gold's,1061,7/17/2023,Акт,Protein cream 400g White chocolate Hazelnut,1,12632.7
31,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,Nitrox - Blue grape 680g,1,58028.93
32,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,L-Carnitine powder 300g,1,35804.94
33,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,ISO Whey sample - Cookies 25g,6,24061.29
34,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,Crush Bar - Toffee coconut 64g,3,18511.7
35,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,Power Amino,1,26875.41
36,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,Protein bar 15*55g Caramel peanuts,1,3314.59
37,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,Protein snap,7,14496.54
38,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,Glucosamine 60caps,1,21247.2
39,PN Gold's,1201,8/1/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Banana,1,51940.92
40,PN Gold's,1396,8/30/2023,Ажилчдын хэрэглээ,Club mate 500мл,20,73747.84
41,PN Gold's,1396,8/30/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Waikiki,24,56320.88
42,PN Gold's,1397,8/30/2023,Акт,Ундаа Amino 330ml Waikiki,1,2346.7
43,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Crush Bar - Chocolate 64g,5,31761.8
44,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Power Amino,1,26874.91
45,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Protein bar 15*55g Choco caramel,1,3381.8
46,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Tiramisu,1,0
47,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Raspberry,2,4311.46
48,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Lemon soda,24,49268.71
49,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Protein cream 400g Chocolate hazelnut,2,25149.57
50,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,ISO Whey sample - Hazelnut 25g,1,0
51,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Crush Bar - Toffee coconut 64g,10,63741.57
52,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Club mate 330мл,24,73872.61
53,PN Gold's,1630,9/27/2023,Ажилчдын хэрэглээ,Oatmeal 1kg apple&banana,1,0
54,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Waikiki,24,56297.61
55,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,Protein bar 15*55g Choco caramel,2,6762.53
56,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,Multivitamin  90ш,2,25903.83
57,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,ISO Whey sample - coconut 25g,1,65.53
58,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,Zero bar Hazelnut 50g,4,0
59,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,Club mate 330мл,24,73873.47
60,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,L-Carnitine 100.000 - Cherry 500ml,2,0
61,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,Cheese soup 30g,1,0
62,PN Gold's,1727,10/15/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Cookies,3,0
63,PN Gold's,1844,11/1/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Banana,1,57476.63
64,PN Gold's,1844,11/1/2023,Ажилчдын хэрэглээ,Club mate 330мл,24,73874.39
65,PN Gold's,1844,11/1/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Cookies,1,0
66,PN Gold's,1844,11/1/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Raspberry,24,51737.46
67,PN Gold's,1844,11/1/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Raspberry,2,0
68,PN Gold's,1844,11/1/2023,Ажилчдын хэрэглээ,Protein cream 400g Duo white chocolate-chocolate,4,0
69,PN Gold's,1844,11/1/2023,Ажилчдын хэрэглээ,ISO Whey 500g - Chocolate,1,59484.39
70,PN Gold's,1844,11/1/2023,Ажилчдын хэрэглээ,L-Carnitine 100.000 - Cherry 500ml,1,0
71,PN Gold's,1979,11/21/2023,Маркетингийн хэрэглээ,ISO Whey sample - Chocolate 25g,2,5794.28
72,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Ундаа Collagen vibe 330ml Pineapple coconut,7,0
73,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,L-Carnitine powder 300g,1,35266.77
74,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Vitamin D3 K2 /60ш/,1,7436.13
75,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Omega 3 /90ш/,2,29143.81
76,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,ZMA 60ш,2,15530.62
77,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Club mate 330мл,25,0
78,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Protein cream 400g Chocolate hazelnut,3,0
79,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Protein wafer,6,17667.15
80,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Nitrox - Tropical 680гр,1,0
81,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Tomato soup 30g,2,0
82,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Ундаа Amino 330ml Passion fruit,24,0
83,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Protein bar 15*55g Cookies cream,1,0
84,PN Gold's,2088,12/5/2023,Ажилчдын хэрэглээ,Protein snap,13,29901.87
85,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,L-Carnitine 100.000 - Apple 500ml,1,49763.53
86,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,Vitamin C 60ш,1,11879.47
87,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,Peanut butter 400g crunchy Biotech,1,12371.53
88,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,Vitamin D3 K2 /60ш/,1,6778.73
89,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,Protein cream 400g Duo white chocolate-chocolate,1,12519.5
90,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,L-Carnitine 100.000 - Cherry 500ml,1,50878.74
91,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,Ундаа Amino 330ml Passion fruit,24,56279.03
92,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,Club mate 330мл,24,74194.02
93,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,L-Glutamine 240гр,1,31266.21
94,PN Gold's,2260,1/5/2024,Ажилчдын хэрэглээ,Hyper Mass - Vanilla 1kg,2,62467.4
95,PN Gold's,2486,2/8/2024,Ажилчдын хэрэглээ,Omega 3 /90ш/,3,37788.6
96,PN Gold's,2486,2/8/2024,Ажилчдын хэрэглээ,ISO Whey 500g - Chocolate,2,103384.08
97,PN Gold's,2486,2/8/2024,Ажилчдын хэрэглээ,Ундаа Amino 330ml Passion fruit,24,57136.74
98,PN Gold's,2486,2/8/2024,Ажилчдын хэрэглээ,Club mate 330мл,24,74194.02
99,PN Gold's,2486,2/8/2024,Ажилчдын хэрэглээ,Hyper mass sample 65g vanilla,15,24351.68
100,PN Gold's,2486,2/8/2024,Ажилчдын хэрэглээ,Protein bar 15*55g Choco caramel,8,26754.75
101,PN Gold's,2721,3/4/2024,Ажилчдын хэрэглээ,Collagen vibe 330мл,24,58353.67
102,PN Gold's,2721,3/4/2024,Ажилчдын хэрэглээ,Crush Bar,3,19060.6
103,PN Gold's,2721,3/4/2024,Ажилчдын хэрэглээ,L-Carnitine powder 300g,1,35271.39
104,PN Gold's,2721,3/4/2024,Ажилчдын хэрэглээ,Omega 3 /90ш/,2,25192.46
105,PN Gold's,2721,3/4/2024,Ажилчдын хэрэглээ,ZMA 60ш,1,7145.76
106,PN Gold's,2721,3/4/2024,Ажилчдын хэрэглээ,Zero bar,1,5730.87
107,PN Gold's,2721,3/4/2024,Ажилчдын хэрэглээ,Club mate 500мл,20,65205.17
108,PN Gold's,2721,3/4/2024,Ажилчдын хэрэглээ,ISO Whey 500гр,2,116723.51
109,PN Gold's,2911,4/2/2024,Ажилчдын хэрэглээ,Hyper Mass 1000гр,1,45278.02
110,PN Gold's,2911,4/2/2024,Ажилчдын хэрэглээ,Club mate 500мл,20,65205.18
111,PN Gold's,2911,4/2/2024,Ажилчдын хэрэглээ,L-Carnitine powder 300g,1,35271.39
112,PN Gold's,2911,4/2/2024,Ажилчдын хэрэглээ,Collagen vibe 330мл,24,58353.67
113,PN Gold's,2911,4/2/2024,Ажилчдын хэрэглээ,Nitrox 680гр,1,57540.16
114,PN Gold's,2911,4/2/2024,Ажилчдын хэрэглээ,Zero bar,5,28654.37
115,PN Gold's,2911,4/2/2024,Ажилчдын хэрэглээ,ISO Whey 500гр,2,116730.79
116,PN Gold's,2911,4/2/2024,Ажилчдын хэрэглээ,Multivitamin  90ш,3,38857.22
117,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,Multivitamin  90ш,4,51809.62
118,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,Nitrox sample,5,22392.64
119,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,Club mate 500мл,18,58684.66
120,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,L-Carnitine powder 300g,1,35271.39
121,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,Crush Bar,6,36158.48
122,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,Collagen vibe 330мл,24,58353.71
123,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,ISO Whey sample,22,64987.99
124,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,Omega 3 /90ш/,1,12596.23
125,PN Gold's,3179,5/9/2024,Ажилчдын хэрэглээ,Hyper Mass 1000гр,2,90556.03
126,PN Gold's,3419,6/11/2024,Ажилчдын хэрэглээ,"Hair, Skin & Nails 54 caps",1,27857.07
127,PN Gold's,3419,6/11/2024,Ажилчдын хэрэглээ,Collagen vibe 330мл,24,58353.98
128,PN Gold's,3419,6/11/2024,Ажилчдын хэрэглээ,Hyper mass sample,6,19882.34
129,PN Gold's,3419,6/11/2024,Ажилчдын хэрэглээ,L-Carnitine 100.000,2,100843.79
130,PN Gold's,3419,6/11/2024,Ажилчдын хэрэглээ,MSM+ Vitamin C 150g,2,42808.35
131,PN Gold's,3419,6/11/2024,Ажилчдын хэрэглээ,Shaker 600ml,1,4425.1
132,PN Gold's,3419,6/11/2024,Ажилчдын хэрэглээ,EAA Zero 350гр,1,76454.87
133,PN Gold's,3577,7/9/2024,Ажилчдын хэрэглээ,Collagen vibe 330мл,64,155610.6
134,PN Gold's,3577,7/9/2024,Ажилчдын хэрэглээ,L-Carnitine powder 300g,1,35271.39
135,PN Gold's,3577,7/9/2024,Ажилчдын хэрэглээ,L-Carnitine 100.000,1,50421.9
136,PN Gold's,3681,8/1/2024,Ажилчдын хэрэглээ,Collagen vibe 330мл,24,58353.98
137,PN Gold's,3682,8/1/2024,Ажилчдын хэрэглээ,ISO Whey 500гр,2,101453.98
138,PN Gold's,3682,8/1/2024,Ажилчдын хэрэглээ,Hyper mass sample,2,8334.12
139,PN Gold's,3682,8/1/2024,Ажилчдын хэрэглээ,L-Carnitine 100.000,1,50421.9
140,PN Gold's,3682,8/1/2024,Ажилчдын хэрэглээ,L-Carnitine shot,2,7353.64
141,PN Gold's,3682,8/1/2024,Ажилчдын хэрэглээ,Hyper Mass 1000гр,1,46573.03
142,PN Gold's,3685,8/1/2024,Акт,Collagen vibe 330мл,2,4862.83
143,PN Gold's,3849,9/1/2024,Ажилчдын хэрэглээ,ISO Whey 500гр,1,50726.99
144,PN Gold's,3849,9/1/2024,Ажилчдын хэрэглээ,Collagen vibe 330мл,24,58353.97
145,PN Gold's,3849,9/1/2024,Ажилчдын хэрэглээ,Omega 3 /90ш/,10,145662.39
146,PN Gold's,3849,9/1/2024,Ажилчдын хэрэглээ,ZMA 60ш,1,7763.28
147,PN Gold's,4245,10/26/2024,Маркетингийн хэрэглээ,Protein bar nanosupps,45,209127.65
148,PN Gold's,4268,10/30/2024,Ажилчдын хэрэглээ,Collagen vibe 330мл,25,60784.69
149,PN Gold's,4268,10/30/2024,Ажилчдын хэрэглээ,ISO Whey 500гр,3,160832.3
150,PN Gold's,4268,10/30/2024,Ажилчдын хэрэглээ,Vitamin D3 K2 /60ш/,1,7434.81
151,PN Gold's,4268,10/30/2024,Ажилчдын хэрэглээ,Omega 3 /90ш/,1,14566.24
152,PN Gold's,4268,10/30/2024,Ажилчдын хэрэглээ,Protein cream 400гр,2,28100.84
153,PN Gold's,4268,10/30/2024,Ажилчдын хэрэглээ,Power BCAA,1,38701.48
154,PN Gold's,4268,10/30/2024,Ажилчдын хэрэглээ,Protein bar nanosupps,9,41825.53
155,PN Gold's,4268,10/30/2024,Ажилчдын хэрэглээ,L-Carnitine 100.000,1,50421.89
156,PN Gold's,4292,11/3/2024,Ажилчдын хэрэглээ,Power BCAA,1,38701.49
157,PN Gold's,4292,11/3/2024,Ажилчдын хэрэглээ,ISO Whey 500гр,4,225799.85
158,PN Gold's,4292,11/3/2024,Ажилчдын хэрэглээ,L-Carnitine 100.000,1,61509.96
159,PN Gold's,4292,11/3/2024,Ажилчдын хэрэглээ,Crush Bar,1,6202.68
160,PN Gold's,4292,11/3/2024,Ажилчдын хэрэглээ,Protein bar nanosupps,2,9294.56
161,PN Gold's,4292,11/3/2024,Ажилчдын хэрэглээ,Hyper mass sample,1,3605.11
162,PN Gold's,4292,11/3/2024,Ажилчдын хэрэглээ,Protein snap,1,0
163,PN Gold's,4292,11/3/2024,Ажилчдын хэрэглээ,Nitrox sample,2,4132.89
164,PN Gold's,4443,12/1/2024,Ажилчдын хэрэглээ,Protein wafer,1,0
165,PN Gold's,4443,12/1/2024,Ажилчдын хэрэглээ,ISO Whey 500гр,3,169349.89
166,PN Gold's,4443,12/1/2024,Ажилчдын хэрэглээ,Protein cream 400гр,3,42151.27
167,PN Gold's,4443,12/1/2024,Ажилчдын хэрэглээ,Hyper Mass 1000гр,3,129187.29
168,PN Gold's,4624,1/5/2025,Ажилчдын хэрэглээ,Hyper Mass 1000гр,1,45386.37
169,PN Gold's,4624,1/5/2025,Ажилчдын хэрэглээ,ISO Whey 500гр,1,56996
170,PN Gold's,4624,1/5/2025,Ажилчдын хэрэглээ,ZMA 60ш,1,7763.2
171,PN Gold's,4624,1/5/2025,Ажилчдын хэрэглээ,Protein bar nanosupps,1,-4471.79
172,PN Gold's,4625,1/5/2025,Ажилчдын хэрэглээ,Hyper Mass 1000гр,1,45386.37
173,PN Gold's,4625,1/5/2025,Ажилчдын хэрэглээ,Magna shot 25ml,1,3881.68
174,PN Gold's,4625,1/5/2025,Ажилчдын хэрэглээ,ISO Whey 500гр,1,56996
175,PN Gold's,4625,1/5/2025,Ажилчдын хэрэглээ,Protein bar nanosupps,4,-17887.16
176,PN Gold's,4626,1/5/2025,Ажилчдын хэрэглээ,ISO Whey 500гр,2,113992
177,PN Gold's,4626,1/5/2025,Ажилчдын хэрэглээ,Protein bar nanosupps,6,-26830.74
178,PN Gold's,4804,2/2/2025,Ажилчдын хэрэглээ,Power Whey 2250гр,1,120539.23
179,PN Gold's,4805,2/2/2025,Ажилчдын хэрэглээ,Vitamin D3 K2 /60ш/,1,7435.07
180,PN Gold's,4805,2/2/2025,Ажилчдын хэрэглээ,Omega 3 /90ш/,2,29131.17
181,PN Gold's,4805,2/2/2025,Ажилчдын хэрэглээ,ZMA 60ш,2,15526.4
182,PN Gold's,4805,2/2/2025,Ажилчдын хэрэглээ,ISO Whey 500гр,1,57136.35
183,PN Gold's,4806,2/2/2025,Ажилчдын хэрэглээ,ISO Whey 500гр,1,57136.35
184,PN Gold's,4806,2/2/2025,Ажилчдын хэрэглээ,L-Carnitine 100.000,1,136906.32
185,PN Gold's,4954,3/6/2025,Ажилчдын хэрэглээ,ISO Whey 500гр,1,57136.35
186,PN Gold's,4954,3/6/2025,Ажилчдын хэрэглээ,L-Carnitine 100.000,1,136906.31
187,PN Gold's,4955,3/6/2025,Ажилчдын хэрэглээ,Nitrox 680гр,1,108595.23
188,PN Gold's,4955,3/6/2025,Ажилчдын хэрэглээ,Shaker 600ml,2,9174.13
189,PN Gold's,4956,3/6/2025,Ажилчдын хэрэглээ,Power Creatine 300гр,1,52563.59
190,PN Gold's,4956,3/6/2025,Ажилчдын хэрэглээ,Nitrox 680гр,1,108595.24
191,PN Store,11,3/20/2023,Сурталчилгаанд хөл бөмбөгийн эрэгтэй шигшээ багт ивээн тэтгэлэгээр өгөв,Power Amino,2,53750.83
192,PN Store,11,3/20/2023,Сурталчилгаанд хөл бөмбөгийн эрэгтэй шигшээ багт ивээн тэтгэлэгээр өгөв,ZMA 60ш,4,28598.43
193,PN Store,11,3/20/2023,Сурталчилгаанд хөл бөмбөгийн эрэгтэй шигшээ багт ивээн тэтгэлэгээр өгөв,Energy Gel 60g Professional Orange,60,182458.83
194,PN Store,12,3/20/2023,Сурталчилгаанд Бямбацогтод өгөв.,Power professional,1,32282.68
195,PN Store,13,3/20/2023,Сурталчилгаанд /3.18наас хойшхи testo uramshuulal vit C niit hasalt hiiv/,Vitamin C 60ш,4,47518.11
196,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,L-Carnitine drink 500ml- Strawberry kiwi,24,82993.2
197,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Oatmeal 1kg apple&banana,1,27956.6
198,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,MSM+ Vitamin C 150g,2,37126.11
199,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,EAA Zero 350g Lemon,1,50908.2
200,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,L-Carnitine drink 500ml Apple peach,12,40815.54
201,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Tribooster 60ш,1,31641.9
202,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Ice cream 500g chocolate,1,29181.62
203,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Ice cream 500g strawberry,1,29181.62
204,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Ундаа Collagen vibe 330ml Pineapple coconut,8,11546.83
205,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Glucosamine 60caps,1,21247.2
206,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Ундаа Amino 330ml Passion fruit,4,9276.99
207,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Ундаа Collagen vibe 330ml Mojito,6,9349.35
208,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Ундаа Amino 330ml Lemon soda,2,4104.32
209,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Arthro forte 340g blackcurrent,1,57511.22
210,PN Store,27,3/21/2023,Сурталчилгаанд хэрэглээ өгөв 50800 төгрөг хэтрэлттэй дараа сар дээр хасаж бодно,Ундаа Amino 330ml Waikiki,4,9386.94
211,PN Store,42,3/22/2023,Сурталчилгаанд  3 сарын хэрэглээ өгөв,Ундаа Amino 330ml Passion fruit,12,27830.98
212,PN Store,42,3/22/2023,Сурталчилгаанд  3 сарын хэрэглээ өгөв,Ундаа Amino 330ml Waikiki,12,28160.83
213,PN Store,42,3/22/2023,Сурталчилгаанд  3 сарын хэрэглээ өгөв,Arthro forte 340g blackcurrent,1,57511.22
214,PN Store,42,3/22/2023,Сурталчилгаанд  3 сарын хэрэглээ өгөв,EAA Zero 350g blue grape,2,101816.16
215,PN Store,42,3/22/2023,Сурталчилгаанд  3 сарын хэрэглээ өгөв,Power Mass - Chocolate 5kg,1,96138.65
216,PN Store,42,3/22/2023,Сурталчилгаанд  3 сарын хэрэглээ өгөв,Hyper Mass - Caramel cappuchino 1kg,1,28455.15
217,PN Store,42,3/22/2023,Сурталчилгаанд  3 сарын хэрэглээ өгөв,Power BCAA - Green apple 1х*6ш*420гр,1,34155.51
218,PN Store,42,3/22/2023,Сурталчилгаанд  3 сарын хэрэглээ өгөв,Vitamin D3 K2 /60ш/,1,6781.51
219,PN Store,51,3/23/2023,Сурталчилгаанд 3 сарын хэрэглээ,Ундаа Amino 330ml Super pear,2,3774.1
220,PN Store,51,3/23/2023,Сурталчилгаанд 3 сарын хэрэглээ,Ундаа Amino 330ml Lemon soda,2,4104.32
221,PN Store,51,3/23/2023,Сурталчилгаанд 3 сарын хэрэглээ,Ундаа Amino 330ml Waikiki,5,11733.68
222,PN Store,51,3/23/2023,Сурталчилгаанд 3 сарын хэрэглээ,Ундаа Collagen vibe 330ml Mojito,5,7791.12
223,PN Store,51,3/23/2023,Сурталчилгаанд 3 сарын хэрэглээ,Ундаа Collagen vibe 330ml Pineapple coconut,5,7216.77
224,PN Store,51,3/23/2023,Сурталчилгаанд 3 сарын хэрэглээ,Ундаа Amino 330ml Passion fruit,2,4638.5
225,PN Store,51,3/23/2023,Сурталчилгаанд 3 сарын хэрэглээ,Ундаа Collagen vibe 330ml Passion fruit,5,7990.5
226,PN Store,51,3/23/2023,Сурталчилгаанд 3 сарын хэрэглээ,Ундаа Amino 330ml Raspberry,4,8603.73
227,PN Store,65,3/24/2023,Сурталчилгаанд/ Shangrilla-d/,Ундаа Collagen vibe 330ml Passion fruit,56,89493.64
228,PN Store,65,3/24/2023,Сурталчилгаанд/ Shangrilla-d/,Ундаа Collagen vibe 330ml Mojito,72,112192.19
229,PN Store,65,3/24/2023,Сурталчилгаанд/ Shangrilla-d/,Ундаа Collagen vibe 330ml Pineapple coconut,72,103921.46
230,PN Store,66,3/24/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Lemon soda,9,18469.43
231,PN Store,66,3/24/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Passion fruit,19,44065.71
232,PN Store,66,3/24/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Waikiki,4,9386.94
233,PN Store,66,3/24/2023,Хагарсан бараа актлав,Ундаа Amino 330ml cucumber lime,65,29957.71
234,PN Store,66,3/24/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Raspberry,28,60226.11
235,PN Store,66,3/24/2023,Хагарсан бараа актлав,Protein cream 400g Caramel,4,0
236,PN Store,66,3/24/2023,Хагарсан бараа актлав,Power Mass - Chocolate 5kg,1,96138.66
237,PN Store,77,3/25/2023,Сурталчилгаанд/3sariin hereglee /,Ундаа Amino 330ml Passion fruit,6,13915.49
238,PN Store,77,3/25/2023,Сурталчилгаанд/3sariin hereglee /,Ундаа Collagen vibe 330ml Passion fruit,3,4794.3
239,PN Store,77,3/25/2023,Сурталчилгаанд/3sariin hereglee /,Ундаа Collagen vibe 330ml Mojito,6,9349.35
240,PN Store,77,3/25/2023,Сурталчилгаанд/3sariin hereglee /,Ундаа Collagen vibe 330ml Pineapple coconut,3,4330.06
