,Байршил,Баримт,Огноо,Гүйлгээний утга,Барааны нэр,Зарлага тоо,Зарлага дүн
1886,PN Store,1618,9/26/2023,9 сар хэрэглээ,ISO Whey 500g - Chocolate,1,52124.94
1887,PN Store,1618,9/26/2023,9 сар хэрэглээ,MSM+ Vitamin C 150g,1,18668.2
1888,PN Store,1627,9/27/2023,Сурталчилгаанд uramshuulal,Ундаа Collagen vibe 330ml Mojito,24,58947
1889,PN Store,1635,9/28/2023,Сурталчилгаанд/URAMSHUULAL/,Ундаа Collagen vibe 330ml Mojito,24,58947
1890,PN Store,1636,9/28/2023,Сурталчилгаанд/URAMSHUULAL/,Ундаа Collagen vibe 330ml Pineapple coconut,1,1748.17
1891,PN Store,1636,9/28/2023,Сурталчилгаанд/URAMSHUULAL/,Ундаа Collagen vibe 330ml Passion fruit,1,2345.47
1892,PN Store,1636,9/28/2023,Сурталчилгаанд/URAMSHUULAL/,Crush Bar - Cookiescream 64g,1,6170.44
1893,PN Store,1636,9/28/2023,Сурталчилгаанд/URAMSHUULAL/,Ундаа Collagen vibe 330ml Mojito,1,2456.12
1894,PN Store,1636,9/28/2023,Сурталчилгаанд/URAMSHUULAL/,Crush Bar - Toffee coconut 64g,1,6573.72
1895,PN Store,1685,10/5/2023,Урамшуулал,Ундаа Collagen vibe 330ml Mojito,10,24561.25
1896,PN Store,1685,10/5/2023,Урамшуулал,Ундаа Amino 330ml Raspberry,10,21557.28
1897,PN Store,1686,10/5/2023,Урамшуулал,Energy Gel 60g Peach,5,17442.91
1898,PN Store,1686,10/5/2023,Урамшуулал,ISO Whey 500g - Strawberry,2,95843.49
1899,PN Store,1686,10/5/2023,Урамшуулал,Zero bar Hazelnut 50g,5,18851.04
1900,PN Store,1686,10/5/2023,Урамшуулал,Protein bar 15*55g Caramel peanuts,3,9914.69
1901,PN Store,1686,10/5/2023,Урамшуулал,Protein snap,5,10354.68
1902,PN Store,1686,10/5/2023,Урамшуулал,ISO Whey 500g - White chocolate,1,52868.29
1903,PN Store,1686,10/5/2023,Урамшуулал,EAA Zero 350g Lemon,2,100121.78
1904,PN Store,1686,10/5/2023,Урамшуулал,ISO Whey 500g - Tiramisu,2,111857.44
1905,PN Store,1686,10/5/2023,Урамшуулал,Protein bar 15*55g Choco caramel,5,16545.7
1906,PN Store,1686,10/5/2023,Урамшуулал,Protein bar 15*55g Cookies cream,5,16534.99
1907,PN Store,1686,10/5/2023,Урамшуулал,Nitrox sample - Cranberry 17g,9,26475.32
1908,PN Store,1686,10/5/2023,Урамшуулал,ISO Whey 500g - Raspberry,2,105705.89
1909,PN Store,1686,10/5/2023,Урамшуулал,Zero bar Banana 50g,5,16774.53
1910,PN Store,1686,10/5/2023,Урамшуулал,Ундаа Amino 330ml Waikiki,5,11734.11
1911,PN Store,1686,10/5/2023,Урамшуулал,Power Amino,8,214999.28
1912,PN Store,1686,10/5/2023,Урамшуулал,Ундаа Amino 330ml Super pear,14,26167.14
1913,PN Store,1686,10/5/2023,Урамшуулал,Zero bar Chocolate 50g,2,7212.15
1914,PN Store,1686,10/5/2023,Урамшуулал,ISO Whey 500g - Banana,2,103881.68
1915,PN Store,1686,10/5/2023,Урамшуулал,Ундаа Amino 330ml Passion fruit,5,11491.25
1916,PN Store,1686,10/5/2023,Урамшуулал,ISO Whey sample - tiramisu 25g,3,12030.65
1917,PN Store,1686,10/5/2023,Урамшуулал,EAA Zero 350g blue grape,2,100364.32
1918,PN Store,1686,10/5/2023,Урамшуулал,ISO Whey sample - White chocolate 25g,7,21794.87
1919,PN Store,1686,10/5/2023,Урамшуулал,ISO Whey 500g - Hazelnut,3,158100.8
1920,PN Store,1721,10/13/2023,Урамшуулал,Protein chips 7*40g Barbeque,1,3338.86
1921,PN Store,1721,10/13/2023,Урамшуулал,Zero bar caramel 50гр,4,13418.47
1922,PN Store,1721,10/13/2023,Урамшуулал,Zero bar Hazelnut 50g,4,15080.83
1923,PN Store,1721,10/13/2023,Урамшуулал,Zero bar Chocolate 50g,4,14424.31
1924,PN Store,1721,10/13/2023,Урамшуулал,Protein bar 15*55g Choco caramel,4,13236.56
1925,PN Store,1721,10/13/2023,Урамшуулал,Oatmeal 1kg chocolate,1,28727.1
1926,PN Store,1721,10/13/2023,Урамшуулал,Protein snap,1,2070.94
1927,PN Store,1721,10/13/2023,Урамшуулал,Protein cream 400g Duo white chocolate-chocolate,1,12636.37
1928,PN Store,1721,10/13/2023,Урамшуулал,Protein chips 7*40g sour cream&onion,1,3340.54
1929,PN Store,1721,10/13/2023,Урамшуулал,Ундаа Collagen vibe 330ml Pineapple coconut,16,27970.7
1930,PN Store,1721,10/13/2023,Урамшуулал,Ундаа Collagen vibe 330ml Passion fruit,7,16418.18
1931,PN Store,1721,10/13/2023,Урамшуулал,Ундаа Amino 330ml Passion fruit,1,2298.25
1932,PN Store,1722,10/13/2023,Урамшуулал,Zero bar Hazelnut 50g,2,7540.42
1933,PN Store,1722,10/13/2023,Урамшуулал,ISO Whey 500g - Chocolate,1,52124.93
1934,PN Store,1722,10/13/2023,Урамшуулал,Nitrox - Cranberry 680гр,2,116914.12
1935,PN Store,1737,10/16/2023,Бусад зардал,Peanut butter 400g crunchy Biotech,1,12371.52
1936,PN Store,1737,10/16/2023,Бусад зардал,Protein snap,1,2070.93
1937,PN Store,1737,10/16/2023,Бусад зардал,Zero bar Hazelnut 50g,6,22621.25
1938,PN Store,1737,10/16/2023,Бусад зардал,ISO Whey 500g - Coconut,1,55932.03
1939,PN Store,1737,10/16/2023,Бусад зардал,Nitrox - Blue grape 680g,1,58026.19
1940,PN Store,1737,10/16/2023,Бусад зардал,ISO Whey 500g - Chocolate,4,208499.74
1941,PN Store,1737,10/16/2023,Бусад зардал,Zero bar caramel 50гр,2,6709.23
1942,PN Store,1737,10/16/2023,Бусад зардал,Zero bar Banana 50g,2,6709.81
1943,PN Store,1737,10/16/2023,Бусад зардал,Protein chips 7*40g Barbeque,1,3338.85
1944,PN Store,1737,10/16/2023,Бусад зардал,Protein cream 400g peanut butter smooth,1,12486.52
1945,PN Store,1737,10/16/2023,Бусад зардал,Protein bar 15*55g Choco caramel,1,3309.14
1946,PN Store,1737,10/16/2023,Бусад зардал,EAA Zero 350g Lemon,1,50060.89
1947,PN Store,1737,10/16/2023,Бусад зардал,ISO Whey sample - White chocolate 25g,5,15567.76
1948,PN Store,1737,10/16/2023,Бусад зардал,Zero bar Chocolate 50g,2,7212.15
1949,PN Store,1737,10/16/2023,Бусад зардал,Power Amino,4,107499.64
1950,PN Store,1737,10/16/2023,Бусад зардал,ISO Whey 500g - White chocolate,7,370078.06
1951,PN Store,1737,10/16/2023,Бусад зардал,ISO Whey 500g - Vanilla,2,95791.07
1952,PN Store,1737,10/16/2023,Бусад зардал,Protein chips 7*40g sour cream&onion,1,3340.54
1953,PN Store,1762,10/19/2023,Бусад зардал,L-Glutamine 240гр,2,62532.42
1954,PN Store,1762,10/19/2023,Бусад зардал,Shaker 600ml,2,11245.62
1955,PN Store,1762,10/19/2023,Бусад зардал,L-Carnitine shot,20,60389.81
1956,PN Store,1762,10/19/2023,Бусад зардал,ISO Whey 500g - Banana,2,103881.68
1957,PN Store,1762,10/19/2023,Бусад зардал,Hyper Mass - Chocolate 1kg,2,68563.34
1958,PN Store,1762,10/19/2023,Бусад зардал,Protein bar 15*55g Caramel peanuts,15,49573.46
1959,PN Store,1762,10/19/2023,Бусад зардал,EAA Zero 350g Lemon,1,50060.89
1960,PN Store,1762,10/19/2023,Бусад зардал,Nitrox - Cranberry 680гр,1,58457.06
1961,PN Store,1781,10/24/2023,Бусад зардал,ISO Whey 500g - Chocolate,1,52124.93
1962,PN Store,1781,10/24/2023,Бусад зардал,Protein bar 15*55g Caramel peanuts,1,3304.9
1963,PN Store,1781,10/24/2023,Бусад зардал,ISO Whey 500g - Strawberry,1,47921.74
1964,PN Store,1781,10/24/2023,Бусад зардал,Nitrox - Cranberry 680гр,1,58457.06
1965,PN Store,1781,10/24/2023,Бусад зардал,ISO Whey 500g - Raspberry,1,52852.94
1966,PN Store,1781,10/24/2023,Бусад зардал,Protein bar 15*55g Cookies cream,1,3307
1967,PN Store,1781,10/24/2023,Бусад зардал,Ундаа Amino 330ml Waikiki,24,56323.73
1968,PN Store,1781,10/24/2023,Бусад зардал,Zinc 60ш,1,7543.6
1969,PN Store,1781,10/24/2023,Бусад зардал,Shaker 600ml /угсардаг нэмэлттэй/ таслагчтай,1,10694.08
1970,PN Store,1781,10/24/2023,Бусад зардал,Omega 3 /90ш/,1,12605.89
1971,PN Store,1781,10/24/2023,Бусад зардал,Protein bar 15*55g Choco caramel,1,3309.14
1972,PN Store,1798,10/26/2023,Бусад зардал,ZMA 60ш,1,7149.61
1973,PN Store,1798,10/26/2023,Бусад зардал,Multivitamin  90ш,1,12952.4
1974,PN Store,1798,10/26/2023,Бусад зардал,ISO Whey 500g - Chocolate,4,208499.74
1975,PN Store,1798,10/26/2023,Бусад зардал,Vitamin D3 K2 /60ш/,1,6781.52
1976,PN Store,1798,10/26/2023,Бусад зардал,Omega 3 /90ш/,1,12605.89
1977,PN Store,1798,10/26/2023,Бусад зардал,Peanut butter 400g crunchy Biotech,1,12371.52
1978,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,Protein cream 400g peanut butter smooth,1,12486.52
1979,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,EAA Zero 350g blue grape,1,50182.16
1980,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,Nitrox - Peach 680гр,1,58081.32
1981,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,L-Glutamine 240гр,1,31266.21
1982,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,L-Carnitine powder 300g,1,35804.94
1983,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,Protein cream 400g White chocolate Hazelnut,1,12540.82
1984,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,ISO Whey 500g - White chocolate,1,52868.29
1985,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,Vitamin C 60ш,1,11879.47
1986,PN Store,1807,10/27/2023,Э.Билгүүн зураг авалтанд авав ,Power casein - Chocolate 900g,1,60720.23
1987,PN Store,1808,10/27/2023,Акт 10/27,Ундаа Amino 330ml Super pear,40,74763.25
1988,PN Store,1808,10/27/2023,Акт 10/27,Ундаа Collagen vibe 330ml Mojito,40,98245
1989,PN Store,1808,10/27/2023,Акт 10/27,Ундаа Amino 330ml Passion fruit,47,108017.75
1990,PN Store,1808,10/27/2023,Акт 10/27,Ундаа Collagen vibe 330ml Pineapple coconut,26,45452.39
1991,PN Store,1808,10/27/2023,Акт 10/27,Ундаа Collagen vibe 330ml Passion fruit,25,58636.37
1992,PN Store,1808,10/27/2023,Акт 10/27,Ундаа Amino 330ml Waikiki,48,112647.47
1993,PN Store,1808,10/27/2023,Акт 10/27,Ундаа Amino 330ml Raspberry,56,120720.74
1994,PN Store,1815,10/29/2023,Урамшуулал,Zero bar Banana 50g,9,30194.16
1995,PN Store,1815,10/29/2023,Урамшуулал,Power Amino,1,26874.91
1996,PN Store,1815,10/29/2023,Урамшуулал,EAA Zero 350g blue grape,1,50182.16
1997,PN Store,1815,10/29/2023,Урамшуулал,Multivitamin  90ш,4,51809.61
1998,PN Store,1815,10/29/2023,Урамшуулал,L-Carnitine shot,4,12077.96
1999,PN Store,1815,10/29/2023,Урамшуулал,Protein chips 7*40g sour cream&onion,5,16702.72
2000,PN Store,1815,10/29/2023,Урамшуулал,ISO Whey 500g - Hazelnut,2,105400.53
2001,PN Store,1815,10/29/2023,Урамшуулал,Ундаа Amino 330ml Passion fruit,24,55158
2002,PN Store,1815,10/29/2023,Урамшуулал,Protein bar 15*55g Choco caramel,7,23163.97
2003,PN Store,1815,10/29/2023,Урамшуулал,Peanut butter 400g crunchy Biotech,2,24743.05
2004,PN Store,1830,10/31/2023,Урамшуулал,ISO Whey 500g - Chocolate,1,52124.94
2005,PN Store,1830,10/31/2023,Урамшуулал,Protein cream 400g Duo white chocolate-chocolate,1,12636.38
2006,PN Store,1830,10/31/2023,Урамшуулал,ISO Whey sample - Vanilla 25g,6,18680.64
2007,PN Store,1830,10/31/2023,Урамшуулал,Protein bar 15*55g Caramel peanuts,5,16524.49
2008,PN Store,1830,10/31/2023,Урамшуулал,Protein snap,10,20709.35
2009,PN Store,1830,10/31/2023,Урамшуулал,Protein chips 7*40g sour cream&onion,2,6681.09
2010,PN Store,1830,10/31/2023,Урамшуулал,Nitrox - Cranberry 680гр,1,58457.06
2011,PN Store,1830,10/31/2023,Урамшуулал,Tomato soup 30g,5,13000.14
2012,PN Store,1830,10/31/2023,Урамшуулал,Protein bar 15*55g Choco caramel,5,16545.7
2013,PN Store,1830,10/31/2023,Урамшуулал,Energy Gel 60g Professional Lemon,3,10442.4
2014,PN Store,1830,10/31/2023,Урамшуулал,Ундаа Amino 330ml Passion fruit,8,18386
2015,PN Store,1830,10/31/2023,Урамшуулал,Protein chips 7*40g Barbeque,2,6677.71
2016,PN Store,1830,10/31/2023,Урамшуулал,Nitrox sample - Cranberry 17g,6,17650.21
2017,PN Store,1830,10/31/2023,Урамшуулал,Protein cream 400g peanut butter smooth,1,12486.52
2018,PN Store,1830,10/31/2023,Урамшуулал,Energy Gel 60g Professional Orange,3,10420.77
2019,PN Store,1830,10/31/2023,Урамшуулал,Zero bar Banana 50g,5,16774.53
2020,PN Store,1830,10/31/2023,Урамшуулал,Protein bar 15*55g Cookies cream,5,16534.99
2021,PN Store,1830,10/31/2023,Урамшуулал,Ундаа Amino 330ml Waikiki,8,18774.58
2022,PN Store,1830,10/31/2023,Урамшуулал,Ундаа Amino 330ml Super pear,8,14952.65
2023,PN Store,1830,10/31/2023,Урамшуулал,ISO Whey 500g - Hazelnut,3,158100.8
2024,PN Store,1830,10/31/2023,Урамшуулал,Protein cream 400g Chocolate hazelnut,1,12511.78
2025,PN Store,1831,10/31/2023,Урамшуулал,Ундаа Amino 330ml Super pear,10,18690.81
2026,PN Store,1831,10/31/2023,Урамшуулал,Ундаа Amino 330ml Waikiki,17,39895.98
2027,PN Store,1831,10/31/2023,Урамшуулал,Ундаа Amino 330ml Passion fruit,3,6894.75
2028,PN Store,1831,10/31/2023,Урамшуулал,Ундаа Amino 330ml Raspberry,10,21557.28
2029,PN Store,1831,10/31/2023,Урамшуулал,Ундаа Collagen vibe 330ml Pineapple coconut,20,34963.37
2030,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,ISO Whey sample - Vanilla 25g,4,12453.76
2031,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,ISO Whey 500g - Raspberry,3,158558.83
2032,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,Protein bar 15*55g Cookies cream,2,6614
2033,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,ISO Whey 500g - Banana,3,155822.52
2034,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,ISO Whey 500g - Hazelnut,4,210801.06
2035,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,Power Amino,3,80624.73
2036,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,EAA Zero 350g Lemon,1,50060.89
2037,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,Protein chips 7*40g sour cream&onion,2,6681.09
2038,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,Protein cream 400g peanut butter smooth,2,24973.05
2039,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,L-Carnitine powder 300g,2,71609.89
2040,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,ISO Whey sample - White chocolate 25g,1,3113.55
2041,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,Protein bar 15*55g Caramel peanuts,2,6609.8
2042,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,Omega 3 /90ш/,2,25211.78
2043,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,ISO Whey 500g - Tiramisu,3,167786.15
2044,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,Protein bar 15*55g Choco caramel,4,13236.56
2045,PN Store,1857,11/2/2023,Жамц Учрал хэрэглээ,Zero bar Banana 50g,8,26839.2
2046,PN Store,1867,11/3/2023,Halloween бэлэг - Маркетинг,Nitrox sample - Cranberry 17g,3,8825.11
2047,PN Store,1867,11/3/2023,Halloween бэлэг - Маркетинг,Hyper mass sample 65g chocolate,3,4373.59
2048,PN Store,1867,11/3/2023,Halloween бэлэг - Маркетинг,ISO Whey sample - Vanilla 25g,5,15567.2
2049,PN Store,1867,11/3/2023,Halloween бэлэг - Маркетинг,Ундаа Collagen vibe 330ml Pineapple coconut,4,9025.22
2050,PN Store,1867,11/3/2023,Halloween бэлэг - Маркетинг,Ундаа Amino 330ml Passion fruit,3,6894.75
2051,PN Store,1868,11/3/2023,Хэрлэн Reel-д хэрэглэх - Маркетинг,ISO Whey sample - Strawberry 25g,1,2947.51
2052,PN Store,1868,11/3/2023,Хэрлэн Reel-д хэрэглэх - Маркетинг,ISO Whey 500g - Banana,1,51940.84
2053,PN Store,1868,11/3/2023,Хэрлэн Reel-д хэрэглэх - Маркетинг,ISO Whey sample - coconut 25g,2,6683.69
2054,PN Store,1868,11/3/2023,Хэрлэн Reel-д хэрэглэх - Маркетинг,ISO Whey 500g - Raspberry,1,52852.94
2055,PN Store,1868,11/3/2023,Хэрлэн Reel-д хэрэглэх - Маркетинг,ISO Whey sample - Vanilla 25g,1,3113.44
2056,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Oatmeal 1kg apple&banana,1,28726.88
2057,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,ISO Whey 500g - Coconut,1,55932.02
2058,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,ISO Whey 500g - Strawberry,2,95843.49
2059,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Ундаа Amino 330ml Waikiki,4,9387.29
2060,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,L-Carnitine shot,20,60389.81
2061,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Ундаа Amino 330ml Raspberry,4,8622.91
2062,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Energy Gel 60g Professional Lemon,12,41769.62
2063,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Oatmeal 1kg chocolate,1,28727.1
2064,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,L-Glutamine 240гр,1,31266.21
2065,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Nitrox - Cranberry 680гр,1,58457.06
2066,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Ундаа Amino 330ml Passion fruit,4,9193
2067,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Ундаа Collagen vibe 330ml Pineapple coconut,4,9025.22
2068,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Shaker 600ml,1,5622.81
2069,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,EAA Zero 350g Lemon,1,50060.89
2070,PN Store,1869,11/3/2023,11-р сарын хэрэглээ - Хэрлэн,Ундаа Amino 330ml Super pear,4,7476.32
2071,PN Store,1870,11/3/2023,Хэрэглээ,Protein cream 400g peanut butter smooth,1,12575.04
2072,PN Store,1870,11/3/2023,Хэрэглээ,Oatmeal 1kg apple&banana,1,28726.88
2073,PN Store,1870,11/3/2023,Хэрэглээ,Oatmeal 1kg chocolate,1,28727.1
2074,PN Store,1870,11/3/2023,Хэрэглээ,Omega 3 /90ш/,1,12605.89
2075,PN Store,1870,11/3/2023,Хэрэглээ,Protein cream 400g White chocolate Hazelnut,1,12606.24
2076,PN Store,1870,11/3/2023,Хэрэглээ,Multivitamin  90ш,1,12952.4
2077,PN Store,1874,11/4/2023,Хэрэглээ,Oatmeal 1kg apple&banana,1,28726.88
2078,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,ISO Whey sample - coconut 25g,1,3341.85
2079,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Ундаа Amino 330ml Waikiki,1,2346.82
2080,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Protein bar 15*55g Caramel peanuts,1,3304.9
2081,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Protein snap,1,2070.12
2082,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Ундаа Collagen vibe 330ml Passion fruit,1,2502.25
2083,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Ундаа Collagen vibe 330ml Mojito,1,2522.07
2084,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Ундаа Amino 330ml Passion fruit,1,2298.25
2085,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Ундаа Collagen vibe 330ml Pineapple coconut,1,2256.3
2086,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Protein bar 15*55g Choco caramel,1,3344.55
2087,PN Store,1888,11/7/2023,Монгол Эм Импекс ХХК-ийн амталгаа,Protein bar 15*55g Cookies cream,1,3335.81
2088,PN Store,1889,11/7/2023,Хэрэглээ,L-Carnitine powder 300g,1,35804.94
2089,PN Store,1889,11/7/2023,Хэрэглээ,ISO Whey 500g - Chocolate,1,52124.93
2090,PN Store,1894,11/8/2023,Шинжилгээнд өгөх бүтээгдэхүүн,MSM+ Vitamin C 150g,5,93340.98
2091,PN Store,1894,11/8/2023,Шинжилгээнд өгөх бүтээгдэхүүн,ISO Whey 500g - White chocolate,1,52868.29
2092,PN Store,1895,11/8/2023,Aqua Fitness Event-д,Protein bar 15*55g Caramel peanuts,10,33048.98
2093,PN Store,1895,11/8/2023,Aqua Fitness Event-д,Protein bar 15*55g Choco caramel,10,33445.51
2094,PN Store,1895,11/8/2023,Aqua Fitness Event-д,Protein chips 7*40g Barbeque,5,16694.28
2095,PN Store,1895,11/8/2023,Aqua Fitness Event-д,Ундаа Collagen vibe 330ml Pineapple coconut,10,22563.05
2096,PN Store,1895,11/8/2023,Aqua Fitness Event-д,Ундаа Collagen vibe 330ml Mojito,15,37831.06
2097,PN Store,1895,11/8/2023,Aqua Fitness Event-д,Ундаа Collagen vibe 330ml Passion fruit,10,25022.47
2098,PN Store,1895,11/8/2023,Aqua Fitness Event-д,Protein chips 7*40g sour cream&onion,5,16702.72
2099,PN Store,1895,11/8/2023,Aqua Fitness Event-д,Protein bar 15*55g Cookies cream,10,33358.08
2100,PN Store,1896,11/8/2023,Хэрэглээ,L-Carnitine 100.000 - Cherry 500ml,1,49904.89
2101,PN Store,1896,11/8/2023,Хэрэглээ,ZMA 60ш,2,14299.21
2102,PN Store,1896,11/8/2023,Хэрэглээ,Zinc 60ш,1,7543.6
2103,PN Store,1896,11/8/2023,Хэрэглээ,Omega 3 /90ш/,1,12605.89
2104,PN Store,1897,11/8/2023,Хэрэглээ,Oatmeal 1kg apple&banana,1,28726.88
2105,PN Store,1897,11/8/2023,Хэрэглээ,L-Carnitine powder 300g,1,35804.94
2106,PN Store,1897,11/8/2023,Хэрэглээ,Oatmeal 1kg chocolate,1,28727.1
2107,PN Store,1897,11/8/2023,Хэрэглээ,Protein cream 400g Chocolate hazelnut,1,12574.74
2108,PN Store,1897,11/8/2023,Хэрэглээ,Protein cream 400g Caramel,1,12504.22
2109,PN Store,1898,11/8/2023,Хэрэглээ,Omega 3 /90ш/,1,12605.89
2110,PN Store,1898,11/8/2023,Хэрэглээ,Zinc 60ш,2,15087.21
2111,PN Store,1898,11/8/2023,Хэрэглээ,Multivitamin  90ш,1,12952.4
2112,PN Store,1898,11/8/2023,Хэрэглээ,Vitamin C 60ш,1,11879.47
2113,PN Store,1899,11/8/2023,Хэрэглээ,Multivitamin  90ш,1,12952.4
2114,PN Store,1899,11/8/2023,Хэрэглээ,Omega 3 /90ш/,1,12605.89
2115,PN Store,1900,11/8/2023,Хэрэглээ,Vitamin C 60ш,1,11879.47
2116,PN Store,1900,11/8/2023,Хэрэглээ,Vitamin D3 K2 /60ш/,2,13563.03
2117,PN Store,1900,11/8/2023,Хэрэглээ,Omega 3 /90ш/,1,12605.89
2118,PN Store,1900,11/8/2023,Хэрэглээ,Protein cream 400g Caramel,1,12504.22
2119,PN Store,1910,11/9/2023,Хэрэглээ,EAA Zero 350g blue grape,1,50182.16
2120,PN Store,1910,11/9/2023,Хэрэглээ,Hyper Mass - Chocolate 1kg,1,34281.67
2121,PN Store,1911,11/9/2023,Хэрэглээ,Protein cream 400g peanut butter smooth,2,25150.09
2122,PN Store,1911,11/9/2023,Хэрэглээ,Protein cream 400g Chocolate hazelnut,2,25149.49
2123,PN Store,1911,11/9/2023,Хэрэглээ,Oatmeal 1kg apple&banana,1,28726.88
2124,PN Store,1911,11/9/2023,Хэрэглээ,Shaker 600ml /угсардаг нэмэлттэй/ таслагчтай,1,10694.08
2125,PN Store,1911,11/9/2023,Хэрэглээ,Zinc 60ш,1,7543.61
2126,PN Store,1911,11/9/2023,Хэрэглээ,Oatmeal 1kg chocolate,1,28727.1
2127,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Ундаа Collagen vibe 330ml Passion fruit,5,12511.23
2128,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Ундаа Amino 330ml Super pear,2,3738.16
2129,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Protein bar 15*55g Cookies cream,6,20014.85
2130,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Ундаа Amino 330ml Waikiki,3,7040.47
2131,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Omega 3 /90ш/,1,12605.89
2132,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Peanut butter 400g crunchy Biotech,1,12371.53
2133,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Oatmeal 1kg apple&banana,1,28726.88
2134,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Ундаа Collagen vibe 330ml Mojito,10,25220.71
2135,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Ундаа Collagen vibe 330ml Pineapple coconut,10,22563.05
2136,PN Store,1927,11/13/2023,11-р сарын хэрэглээ,Protein bar 15*55g Caramel peanuts,5,16524.49
2137,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,Protein bar 15*55g Caramel peanuts,1,3304.9
2138,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,Protein cream 400g Caramel,1,12504.22
2139,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,ISO Whey 500g - Strawberry,1,47921.75
2140,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,Power Amino,1,26874.91
2141,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,Cheese soup 30g,1,2600.12
2142,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,Omega 3 /90ш/,1,12605.89
2143,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,Multivitamin  90ш,1,12952.4
2144,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,ISO Whey 500g - White chocolate,2,105736.59
2145,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,Tomato soup 30g,1,2600.03
2146,PN Store,1944,11/15/2023,9-12-р сарын хэрэглээ,Peanut butter 400g crunchy Biotech,2,24743.05
