,Кредит,Дебет,"сар, өдөр", Дүн 
15522,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/9/2024 0:00, 148.50 
15523,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/9/2024 0:00, 99.00 
15524,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/9/2024 0:00, 195.00 
15525,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/9/2024 0:00, 99.00 
15526,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/9/2024 0:00, 120.00 
15527,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/9/2024 0:00, 80.00 
15528,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/9/2024 0:00, 270.00 
15529,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/9/2024 0:00, 181.00 
15530,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 49.50 
15531,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 28.50 
15532,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 66.50 
15533,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 46.50 
15534,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 108.50 
15535,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 105.00 
15536,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 90.00 
15537,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 49.50 
15538,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 80.00 
15539,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00," 1,050.00 "
15540,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 60.00 
15541,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 49.50 
15542,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00," 1,050.00 "
15543,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 60.00 
15544,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 60.00 
15545,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 240.00 
15546,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 60.00 
15547,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 148.50 
15548,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 60.00 
15549,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 80.00 
15550,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 99.00 
15551,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 148.50 
15552,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 99.00 
15553,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/10/2024 0:00, 120.00 
15554,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 60.00 
15555,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 200.00 
15556,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 80.00 
15557,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 24.00 
15558,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 56.00 
15559,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 49.50 
15560,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 80.00 
15561,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 20.00 
15562,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 180.00 
15563,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 99.00 
15564,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 169.50 
15565,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 30.00 
15566,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 80.00 
15567,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 49.50 
15568,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 30.00 
15569,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/11/2024 0:00, 30.00 
15570,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 14.85 
15571,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 34.65 
15572,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15573,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15574,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 30.00 
15575,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15576,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 49.50 
15577,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15578,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 30.00 
15579,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 120.00 
15580,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15581,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 49.50 
15582,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 99.00 
15583,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00," 1,000.00 "
15584,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 80.00 
15585,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 49.50 
15586,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 90.00 
15587,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 49.50 
15588,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 120.00 
15589,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 99.00 
15590,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15591,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15592,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 30.00 
15593,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15594,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 289.50 
15595,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 60.00 
15596,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 80.00 
15597,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 180.00 
15598,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 296.00 
15599,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/12/2024 0:00, 51.00 
15600,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 60.00 
15601,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 63.00 
15602,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 147.00 
15603,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 99.00 
15604,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 49.50 
15605,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 49.50 
15606,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 160.00 
15607,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 49.50 
15608,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 129.50 
15609,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 105.00 
15610,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 36.00 
15611,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 84.00 
15612,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 60.00 
15613,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 360.00 
15614,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 290.00 
15615,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 20.00 
15616,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 60.00 
15617,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 99.00 
15618,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 105.00 
15619,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 25.50 
15620,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 59.50 
15621,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 25.50 
15622,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 59.50 
15623,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 20.00 
15624,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 60.00 
15625,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 109.50 
15626,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 65.00 
15627,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/13/2024 0:00, 49.50 
15628,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 60.00 
15629,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 49.50 
15630,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 157.50 
15631,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 367.50 
15632,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 63.00 
15633,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 147.00 
15634,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 129.50 
15635,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 25.00 
15636,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 36.00 
15637,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 84.00 
15638,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00," 1,450.00 "
15639,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 120.00 
15640,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 109.50 
15641,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 30.00 
15642,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 49.50 
15643,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 219.00 
15644,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 60.00 
15645,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 80.00 
15646,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00," 1,829.50 "
15647,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 60.00 
15648,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 80.00 
15649,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 99.00 
15650,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 180.00 
15651,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 400.00 
15652,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 49.50 
15653,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 80.00 
15654,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 20.00 
15655,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 49.50 
15656,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 60.00 
15657,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 80.00 
15658,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 20.00 
15659,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 60.00 
15660,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 105.00 
15661,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/14/2024 0:00, 200.00 
15662,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 109.50 
15663,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 82.50 
15664,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 192.50 
15665,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 30.00 
15666,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 130.00 
15667,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 36.00 
15668,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 84.00 
15669,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 180.00 
15670,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 180.00 
15671,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 80.00 
15672,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 240.00 
15673,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 460.00 
15674,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 260.00 
15675,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 300.00 
15676,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 245.00 
15677,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 105.00 
15678,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 148.50 
15679,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 25.50 
15680,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 59.50 
15681,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 99.00 
15682,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 20.00 
15683,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 49.50 
15684,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 60.00 
15685,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 90.00 
15686,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 14.85 
15687,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 34.65 
15688,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 49.50 
15689,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 120.00 
15690,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 154.50 
15691,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/15/2024 0:00, 105.00 
15692,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 36.00 
15693,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 84.00 
15694,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 120.00 
15695,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 31.50 
15696,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 73.50 
15697,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 60.00 
15698,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 30.00 
15699,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 32.85 
15700,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 76.65 
15701,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 157.00 
15702,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 60.00 
15703,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 395.00 
15704,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 180.00 
15705,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 77.50 
15706,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 30.00 
15707,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 49.50 
15708,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 105.00 
15709,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 120.00 
15710,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 80.00 
15711,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 120.00 
15712,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 120.00 
15713,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 49.50 
15714,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 180.00 
15715,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/16/2024 0:00, 154.50 
15716,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 60.00 
15717,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 63.00 
15718,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 147.00 
15719,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 60.00 
15720,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 18.00 
15721,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 42.00 
15722,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 49.50 
15723,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 80.00 
15724,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 60.00 
15725,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 120.00 
15726,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 109.50 
15727,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 60.00 
15728,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 49.50 
15729,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 90.00 
15730,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 240.00 
15731,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 99.50 
15732,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 60.00 
15733,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 105.00 
15734,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 309.50 
15735,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 30.00 
15736,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 59.85 
15737,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 139.65 
15738,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 60.00 
15739,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 120.00 
15740,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 14.85 
15741,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 34.65 
15742,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/17/2024 0:00, 120.00 
15743,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 49.50 
15744,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 49.50 
15745,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 60.00 
15746,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 148.50 
15747,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 260.00 
15748,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 49.50 
15749,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 60.00 
15750,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 200.00 
15751,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 105.00 
15752,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 80.00 
15753,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/18/2024 0:00, 60.00 
15754,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/19/2024 0:00, 480.00 
15755,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/19/2024 0:00, 29.70 
15756,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/19/2024 0:00, 69.30 
15757,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/19/2024 0:00, 36.00 
15758,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/19/2024 0:00, 84.00 
15759,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/19/2024 0:00, 20.00 
15760,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/19/2024 0:00, 160.00 
15761,110106 - Gold's ПОС /490029281/,702701 - Банкны шимтгэлийн зардал,3/19/2024 0:00, 90.00 
