,Кредит,Дебет,"сар, өдөр", Дүн 
6786,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/22/2024 0:00," 1,300.00 "
6787,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/22/2024 0:00, 250.00 
6788,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/23/2024 0:00, 91.50 
6789,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/23/2024 0:00, 213.50 
6790,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/23/2024 0:00," 2,700.00 "
6791,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/23/2024 0:00, 390.00 
6792,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/23/2024 0:00, 910.00 
6793,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/23/2024 0:00, 175.00 
6794,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 50.00 
6795,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 275.00 
6796,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 130.00 
6797,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 65.00 
6798,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 170.00 
6799,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 25.50 
6800,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 59.50 
6801,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 220.00 
6802,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 30.00 
6803,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 70.00 
6804,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 210.00 
6805,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 50.00 
6806,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 100.00 
6807,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 50.00 
6808,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 190.00 
6809,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 120.00 
6810,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 31.50 
6811,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 73.50 
6812,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 235.00 
6813,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 155.00 
6814,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 210.00 
6815,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 190.00 
6816,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 15.00 
6817,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 35.00 
6818,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 65.00 
6819,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 210.00 
6820,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 50.00 
6821,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 200.00 
6822,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 31.50 
6823,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 73.50 
6824,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 15.00 
6825,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 35.00 
6826,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 50.00 
6827,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00," 1,215.00 "
6828,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 260.00 
6829,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/24/2024 0:00, 170.00 
6830,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/27/2024 0:00," 1,000.00 "
6831,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/27/2024 0:00," 1,050.00 "
6832,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/27/2024 0:00," 2,400.00 "
6833,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/28/2024 0:00, 654.50 
6834,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/28/2024 0:00," 1,635.00 "
6835,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/28/2024 0:00," 1,349.50 "
6836,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/28/2024 0:00," 1,450.00 "
6837,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/28/2024 0:00, 855.00 
6838,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/28/2024 0:00," 1,995.00 "
6839,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/29/2024 0:00, 63.00 
6840,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/29/2024 0:00, 147.00 
6841,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/29/2024 0:00," 1,200.00 "
6842,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/29/2024 0:00, 105.00 
6843,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/30/2024 0:00," 1,300.00 "
6844,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/30/2024 0:00, 200.00 
6845,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/31/2024 0:00, 399.00 
6846,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/31/2024 0:00," 1,050.00 "
6847,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,3/31/2024 0:00, 345.00 
6848,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/1/2024 0:00," 1,600.00 "
6849,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/1/2024 0:00, 505.00 
6850,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/2/2024 0:00, 540.00 
6851,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/2/2024 0:00," 1,260.00 "
6852,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/2/2024 0:00, 49.50 
6853,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/2/2024 0:00," 1,000.00 "
6854,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/2/2024 0:00," 1,300.00 "
6855,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/2/2024 0:00," 1,650.00 "
6856,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/2/2024 0:00, 51.00 
6857,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/3/2024 0:00, 94.20 
6858,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/3/2024 0:00, 219.80 
6859,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/4/2024 0:00, 570.00 
6860,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/4/2024 0:00," 1,330.00 "
6861,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/4/2024 0:00," 3,000.00 "
6862,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/4/2024 0:00, 546.00 
6863,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/4/2024 0:00, 351.00 
6864,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00, 980.00 
6865,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00," 2,772.00 "
6866,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00," 1,600.00 "
6867,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00, 64.80 
6868,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00, 151.20 
6869,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00," 1,511.30 "
6870,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00, 384.00 
6871,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00, 823.13 
6872,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00, 673.13 
6873,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/5/2024 0:00," 1,462.50 "
6874,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/6/2024 0:00," 1,170.00 "
6875,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/6/2024 0:00, 184.00 
6876,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/6/2024 0:00," 1,450.00 "
6877,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/6/2024 0:00, 249.50 
6878,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/7/2024 0:00," 1,400.00 "
6879,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/7/2024 0:00, 530.00 
6880,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/8/2024 0:00," 1,000.00 "
6881,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/8/2024 0:00," 1,000.00 "
6882,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/8/2024 0:00, 148.50 
6883,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/9/2024 0:00, 815.00 
6884,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/9/2024 0:00, 330.00 
6885,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/9/2024 0:00," 1,200.00 "
6886,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/9/2024 0:00," 2,650.00 "
6887,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/9/2024 0:00," 3,150.00 "
6888,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/10/2024 0:00, 130.00 
6889,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/10/2024 0:00, 99.00 
6890,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/11/2024 0:00," 2,600.00 "
6891,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/11/2024 0:00," 1,050.00 "
6892,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/11/2024 0:00, 600.00 
6893,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/12/2024 0:00, 280.00 
6894,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/12/2024 0:00," 2,800.00 "
6895,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/12/2024 0:00, 49.50 
6896,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/12/2024 0:00, 735.00 
6897,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/12/2024 0:00," 1,715.00 "
6898,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/12/2024 0:00, 130.00 
6899,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/13/2024 0:00, 194.50 
6900,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/13/2024 0:00, 336.00 
6901,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/13/2024 0:00, 580.50 
6902,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/13/2024 0:00," 1,050.00 "
6903,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/14/2024 0:00, 265.00 
6904,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/14/2024 0:00, 476.00 
6905,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/16/2024 0:00, 213.50 
6906,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/16/2024 0:00," 1,739.50 "
6907,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/16/2024 0:00, 240.00 
6908,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/16/2024 0:00, 225.00 
6909,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/17/2024 0:00, 454.35 
6910,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/17/2024 0:00," 1,060.15 "
6911,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/17/2024 0:00, 334.50 
6912,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/17/2024 0:00, 780.50 
6913,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/17/2024 0:00, 195.00 
6914,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/17/2024 0:00," 1,000.00 "
6915,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/18/2024 0:00," 1,299.00 "
6916,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/18/2024 0:00," 1,200.00 "
6917,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/18/2024 0:00, 350.00 
6918,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/18/2024 0:00," 1,400.00 "
6919,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/18/2024 0:00," 1,680.00 "
6920,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/19/2024 0:00," 1,200.00 "
6921,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/19/2024 0:00, 180.00 
6922,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/19/2024 0:00, 420.00 
6923,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/19/2024 0:00, 360.00 
6924,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/19/2024 0:00, 840.00 
6925,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/19/2024 0:00," 1,200.00 "
6926,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/20/2024 0:00, 360.00 
6927,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/21/2024 0:00," 1,260.00 "
6928,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/21/2024 0:00," 1,050.00 "
6929,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/22/2024 0:00, 180.00 
6930,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/22/2024 0:00, 200.00 
6931,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/22/2024 0:00," 1,400.00 "
6932,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/23/2024 0:00," 1,465.00 "
6933,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/23/2024 0:00," 1,400.00 "
6934,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/23/2024 0:00, 213.50 
6935,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/23/2024 0:00," 1,200.00 "
6936,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/23/2024 0:00, 200.00 
6937,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/24/2024 0:00, 364.00 
6938,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/25/2024 0:00, 151.50 
6939,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/25/2024 0:00, 353.50 
6940,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/25/2024 0:00, 39.00 
6941,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/25/2024 0:00, 91.00 
6942,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/25/2024 0:00, 240.00 
6943,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/25/2024 0:00, 265.00 
6944,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/25/2024 0:00, 520.00 
6945,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/25/2024 0:00," 1,400.00 "
6946,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/26/2024 0:00, 400.00 
6947,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/26/2024 0:00," 1,200.00 "
6948,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/26/2024 0:00," 1,200.00 "
6949,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/26/2024 0:00," 1,200.00 "
6950,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/27/2024 0:00, 29.70 
6951,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/27/2024 0:00, 69.30 
6952,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/27/2024 0:00," 1,000.00 "
6953,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/27/2024 0:00, 642.50 
6954,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/27/2024 0:00, 360.00 
6955,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/27/2024 0:00, 500.00 
6956,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/27/2024 0:00, 105.00 
6957,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/27/2024 0:00, 245.00 
6958,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/28/2024 0:00," 1,100.00 "
6959,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/29/2024 0:00," 1,000.00 "
6960,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/29/2024 0:00," 1,050.00 "
6961,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,4/30/2024 0:00," 1,095.00 "
6962,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/1/2024 0:00, 180.00 
6963,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/1/2024 0:00, 950.00 
6964,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/1/2024 0:00, 60.00 
6965,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/1/2024 0:00, 140.00 
6966,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/1/2024 0:00," 1,400.00 "
6967,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/2/2024 0:00," 1,390.00 "
6968,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/3/2024 0:00, 300.00 
6969,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/4/2024 0:00, 380.00 
6970,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/4/2024 0:00, 450.00 
6971,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/4/2024 0:00, 165.00 
6972,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/4/2024 0:00, 600.00 
6973,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/5/2024 0:00, 690.00 
6974,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/5/2024 0:00, 210.00 
6975,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/5/2024 0:00," 1,400.00 "
6976,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/5/2024 0:00, 210.00 
6977,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/6/2024 0:00," 3,375.00 "
6978,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/6/2024 0:00," 1,050.00 "
6979,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/6/2024 0:00," 2,850.00 "
6980,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/6/2024 0:00," 2,750.00 "
6981,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/6/2024 0:00, 565.00 
6982,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/7/2024 0:00, 360.00 
6983,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/7/2024 0:00," 1,400.00 "
6984,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/7/2024 0:00," 1,450.00 "
6985,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/8/2024 0:00, 24.00 
6986,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/8/2024 0:00, 56.00 
6987,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/8/2024 0:00, 669.00 
6988,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/8/2024 0:00, 600.00 
6989,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/8/2024 0:00, 389.50 
6990,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/9/2024 0:00, 525.00 
6991,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/10/2024 0:00, 300.00 
6992,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/10/2024 0:00," 1,400.00 "
6993,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/10/2024 0:00, 249.50 
6994,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/10/2024 0:00, 49.50 
6995,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/10/2024 0:00," 1,450.00 "
6996,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/10/2024 0:00, 889.50 
6997,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/11/2024 0:00, 216.00 
6998,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/11/2024 0:00, 504.00 
6999,110104 - Дэлгүүрийн ПОС /490015688/,702701 - Банкны шимтгэлийн зардал,5/11/2024 0:00, 720.00 
